Address,State,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/27/2007,Parts per billion,20.291667,42,21,40,Parts per million,0.027333,0.052,10,44,Parts per billion,1.225,1.6,5,3,Parts per million,0.291667,0.7,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/27/2007,Parts per billion,20.291667,42,21,40,Parts per million,0.027333,0.052,10,44,Parts per billion,1.225,1.6,5,3,Parts per million,0.295833,0.4,7,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/28/2007,Parts per billion,22.958333,36,1,34,Parts per million,0.025375,0.054,10,46,Parts per billion,1.333333,3,5,4,Parts per million,0.333333,0.9,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/28/2007,Parts per billion,22.958333,36,1,34,Parts per million,0.025375,0.054,10,46,Parts per billion,1.333333,3,5,4,Parts per million,0.3375,0.5,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/28/2007,Parts per billion,22.958333,36,1,34,Parts per million,0.025375,0.054,10,46,Parts per billion,1.325,2.3,5,4,Parts per million,0.333333,0.9,5,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/28/2007,Parts per billion,22.958333,36,1,34,Parts per million,0.025375,0.054,10,46,Parts per billion,1.325,2.3,5,4,Parts per million,0.3375,0.5,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/29/2007,Parts per billion,25.416667,46,21,43,Parts per million,0.023958,0.048,11,41,Parts per billion,1.458333,4,21,6,Parts per million,0.420833,1.6,21,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/29/2007,Parts per billion,25.416667,46,21,43,Parts per million,0.023958,0.048,11,41,Parts per billion,1.458333,4,21,6,Parts per million,0.375,0.5,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/29/2007,Parts per billion,25.416667,46,21,43,Parts per million,0.023958,0.048,11,41,Parts per billion,1.425,2,23,6,Parts per million,0.420833,1.6,21,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/29/2007,Parts per billion,25.416667,46,21,43,Parts per million,0.023958,0.048,11,41,Parts per billion,1.425,2,23,6,Parts per million,0.375,0.5,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/30/2007,Parts per billion,21.083333,43,23,41,Parts per million,0.033833,0.057,11,48,Parts per billion,1.291667,3,5,4,Parts per million,0.333333,1,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/30/2007,Parts per billion,21.083333,43,23,41,Parts per million,0.033833,0.057,11,48,Parts per billion,1.291667,3,5,4,Parts per million,0.370833,0.6,1,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/30/2007,Parts per billion,21.083333,43,23,41,Parts per million,0.033833,0.057,11,48,Parts per billion,1.2625,1.6,5,4,Parts per million,0.333333,1,6,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,6/30/2007,Parts per billion,21.083333,43,23,41,Parts per million,0.033833,0.057,11,48,Parts per billion,1.2625,1.6,5,4,Parts per million,0.370833,0.6,1,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/1/2007,Parts per billion,18.5,38,22,36,Parts per million,0.035042,0.06,10,51,Parts per billion,1.25,3,7,4,Parts per million,0.270833,0.7,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/1/2007,Parts per billion,18.5,38,22,36,Parts per million,0.035042,0.06,10,51,Parts per billion,1.25,3,7,4,Parts per million,0.308333,0.5,8,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/1/2007,Parts per billion,18.5,38,22,36,Parts per million,0.035042,0.06,10,51,Parts per billion,1.2375,2.6,8,4,Parts per million,0.270833,0.7,6,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/1/2007,Parts per billion,18.5,38,22,36,Parts per million,0.035042,0.06,10,51,Parts per billion,1.2375,2.6,8,4,Parts per million,0.308333,0.5,8,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/2/2007,Parts per billion,18.761905,35,5,33,Parts per million,0.034292,0.055,11,47,Parts per billion,1.130435,2,5,3,Parts per million,0.213636,0.8,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/2/2007,Parts per billion,18.761905,35,5,33,Parts per million,0.034292,0.055,11,47,Parts per billion,1.130435,2,5,3,Parts per million,0.233333,0.4,7,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/2/2007,Parts per billion,18.761905,35,5,33,Parts per million,0.034292,0.055,11,47,Parts per billion,1.085714,1.3,5,3,Parts per million,0.213636,0.8,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/2/2007,Parts per billion,18.761905,35,5,33,Parts per million,0.034292,0.055,11,47,Parts per billion,1.085714,1.3,5,3,Parts per million,0.233333,0.4,7,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/3/2007,Parts per billion,17.916667,40,21,38,Parts per million,0.032958,0.058,11,49,Parts per billion,1.166667,2,5,3,Parts per million,0.1875,0.6,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/3/2007,Parts per billion,17.916667,40,21,38,Parts per million,0.032958,0.058,11,49,Parts per billion,1.166667,2,5,3,Parts per million,0.179167,0.3,8,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/3/2007,Parts per billion,17.916667,40,21,38,Parts per million,0.032958,0.058,11,49,Parts per billion,1.15,1.6,11,3,Parts per million,0.1875,0.6,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/3/2007,Parts per billion,17.916667,40,21,38,Parts per million,0.032958,0.058,11,49,Parts per billion,1.15,1.6,11,3,Parts per million,0.179167,0.3,8,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/4/2007,Parts per billion,18.875,50,23,47,Parts per million,0.036833,0.068,10,77,Parts per billion,1.083333,2,11,3,Parts per million,0.233333,0.8,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/4/2007,Parts per billion,18.875,50,23,47,Parts per million,0.036833,0.068,10,77,Parts per billion,1.083333,2,11,3,Parts per million,0.2,0.3,4,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/4/2007,Parts per billion,18.875,50,23,47,Parts per million,0.036833,0.068,10,77,Parts per billion,1.075,1.3,11,3,Parts per million,0.233333,0.8,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/4/2007,Parts per billion,18.875,50,23,47,Parts per million,0.036833,0.068,10,77,Parts per billion,1.075,1.3,11,3,Parts per million,0.2,0.3,4,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/5/2007,Parts per billion,21.5,46,0,43,Parts per million,0.0365,0.059,12,50,Parts per billion,1.5,4,6,6,Parts per million,0.258333,0.7,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/5/2007,Parts per billion,21.5,46,0,43,Parts per million,0.0365,0.059,12,50,Parts per billion,1.5,4,6,6,Parts per million,0.3,0.5,2,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/5/2007,Parts per billion,21.5,46,0,43,Parts per million,0.0365,0.059,12,50,Parts per billion,1.475,3.3,8,6,Parts per million,0.258333,0.7,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/5/2007,Parts per billion,21.5,46,0,43,Parts per million,0.0365,0.059,12,50,Parts per billion,1.475,3.3,8,6,Parts per million,0.3,0.5,2,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/6/2007,Parts per billion,15.541667,42,6,40,Parts per million,0.042542,0.064,10,64,Parts per billion,1.166667,2,1,3,Parts per million,0.141667,0.4,6,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/6/2007,Parts per billion,15.541667,42,6,40,Parts per million,0.042542,0.064,10,64,Parts per billion,1.166667,2,1,3,Parts per million,0.15,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/6/2007,Parts per billion,15.541667,42,6,40,Parts per million,0.042542,0.064,10,64,Parts per billion,1.15,1.6,2,3,Parts per million,0.141667,0.4,6,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/6/2007,Parts per billion,15.541667,42,6,40,Parts per million,0.042542,0.064,10,64,Parts per billion,1.15,1.6,2,3,Parts per million,0.15,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/7/2007,Parts per billion,15.083333,33,21,31,Parts per million,0.0425,0.062,9,58,Parts per billion,1.125,2,9,3,Parts per million,0.170833,0.5,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/7/2007,Parts per billion,15.083333,33,21,31,Parts per million,0.0425,0.062,9,58,Parts per billion,1.125,2,9,3,Parts per million,0.154167,0.2,3,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/7/2007,Parts per billion,15.083333,33,21,31,Parts per million,0.0425,0.062,9,58,Parts per billion,1.1125,1.6,23,3,Parts per million,0.170833,0.5,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/7/2007,Parts per billion,15.083333,33,21,31,Parts per million,0.0425,0.062,9,58,Parts per billion,1.1125,1.6,23,3,Parts per million,0.154167,0.2,3,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/8/2007,Parts per billion,5.666667,11,3,10,Parts per million,0.042708,0.055,9,47,Parts per billion,1,1,0,1,Parts per million,0.083333,0.1,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/8/2007,Parts per billion,5.666667,11,3,10,Parts per million,0.042708,0.055,9,47,Parts per billion,1,1,0,1,Parts per million,0.120833,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/8/2007,Parts per billion,5.666667,11,3,10,Parts per million,0.042708,0.055,9,47,Parts per billion,1,1,2,1,Parts per million,0.083333,0.1,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/8/2007,Parts per billion,5.666667,11,3,10,Parts per million,0.042708,0.055,9,47,Parts per billion,1,1,2,1,Parts per million,0.120833,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/9/2007,Parts per billion,11.136364,24,5,23,Parts per million,0.031667,0.045,10,38,Parts per billion,1,1,0,1,Parts per million,0.104348,0.3,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/9/2007,Parts per billion,11.136364,24,5,23,Parts per million,0.031667,0.045,10,38,Parts per billion,1,1,0,1,Parts per million,0.108333,0.2,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/9/2007,Parts per billion,11.136364,24,5,23,Parts per million,0.031667,0.045,10,38,Parts per billion,1,1,2,1,Parts per million,0.104348,0.3,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/9/2007,Parts per billion,11.136364,24,5,23,Parts per million,0.031667,0.045,10,38,Parts per billion,1,1,2,1,Parts per million,0.108333,0.2,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/10/2007,Parts per billion,14.777778,27,6,25,Parts per million,0.028958,0.051,11,43,Parts per billion,1,1,0,1,Parts per million,0.156522,0.5,12,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/10/2007,Parts per billion,14.777778,27,6,25,Parts per million,0.028958,0.051,11,43,Parts per billion,1,1,0,1,Parts per million,0.141667,0.2,11,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/10/2007,Parts per billion,14.777778,27,6,25,Parts per million,0.028958,0.051,11,43,Parts per billion,1,1,2,1,Parts per million,0.156522,0.5,12,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/10/2007,Parts per billion,14.777778,27,6,25,Parts per million,0.028958,0.051,11,43,Parts per billion,1,1,2,1,Parts per million,0.141667,0.2,11,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/11/2007,Parts per billion,14.916667,28,5,26,Parts per million,0.03675,0.065,9,67,Parts per billion,1.458333,4,7,6,Parts per million,0.1375,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/11/2007,Parts per billion,14.916667,28,5,26,Parts per million,0.03675,0.065,9,67,Parts per billion,1.458333,4,7,6,Parts per million,0.133333,0.2,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/11/2007,Parts per billion,14.916667,28,5,26,Parts per million,0.03675,0.065,9,67,Parts per billion,1.45,3,8,6,Parts per million,0.1375,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/11/2007,Parts per billion,14.916667,28,5,26,Parts per million,0.03675,0.065,9,67,Parts per billion,1.45,3,8,6,Parts per million,0.133333,0.2,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/12/2007,Parts per billion,14.791667,34,4,32,Parts per million,0.033792,0.048,10,41,Parts per billion,1.375,2,3,3,Parts per million,0.120833,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/12/2007,Parts per billion,14.791667,34,4,32,Parts per million,0.033792,0.048,10,41,Parts per billion,1.375,2,3,3,Parts per million,0.133333,0.2,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/12/2007,Parts per billion,14.791667,34,4,32,Parts per million,0.033792,0.048,10,41,Parts per billion,1.375,2,5,3,Parts per million,0.120833,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/12/2007,Parts per billion,14.791667,34,4,32,Parts per million,0.033792,0.048,10,41,Parts per billion,1.375,2,5,3,Parts per million,0.133333,0.2,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/13/2007,Parts per billion,10.5,26,5,25,Parts per million,0.03125,0.043,11,36,Parts per billion,1.041667,2,7,3,Parts per million,0.108333,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/13/2007,Parts per billion,10.5,26,5,25,Parts per million,0.03125,0.043,11,36,Parts per billion,1.041667,2,7,3,Parts per million,0.129167,0.2,7,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/13/2007,Parts per billion,10.5,26,5,25,Parts per million,0.03125,0.043,11,36,Parts per billion,1.0375,1.3,8,3,Parts per million,0.108333,0.4,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/13/2007,Parts per billion,10.5,26,5,25,Parts per million,0.03125,0.043,11,36,Parts per billion,1.0375,1.3,8,3,Parts per million,0.129167,0.2,7,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/14/2007,Parts per billion,6.791667,21,6,20,Parts per million,0.031542,0.038,11,32,Parts per billion,1,1,0,1,Parts per million,0.05,0.2,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/14/2007,Parts per billion,6.791667,21,6,20,Parts per million,0.031542,0.038,11,32,Parts per billion,1,1,0,1,Parts per million,0.045833,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/14/2007,Parts per billion,6.791667,21,6,20,Parts per million,0.031542,0.038,11,32,Parts per billion,1,1,2,1,Parts per million,0.05,0.2,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/14/2007,Parts per billion,6.791667,21,6,20,Parts per million,0.031542,0.038,11,32,Parts per billion,1,1,2,1,Parts per million,0.045833,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/15/2007,Parts per billion,10,37,22,35,Parts per million,0.032833,0.05,9,42,Parts per billion,1.041667,2,23,3,Parts per million,0.125,0.9,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/15/2007,Parts per billion,10,37,22,35,Parts per million,0.032833,0.05,9,42,Parts per billion,1.041667,2,23,3,Parts per million,0.05,0.3,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/15/2007,Parts per billion,10,37,22,35,Parts per million,0.032833,0.05,9,42,Parts per billion,1.0375,1.3,23,3,Parts per million,0.125,0.9,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/15/2007,Parts per billion,10,37,22,35,Parts per million,0.032833,0.05,9,42,Parts per billion,1.0375,1.3,23,3,Parts per million,0.05,0.3,23,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/16/2007,Parts per billion,15,34,5,32,Parts per million,0.036833,0.061,11,54,Parts per billion,1.333333,2,5,3,Parts per million,0.145833,0.4,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/16/2007,Parts per billion,15,34,5,32,Parts per million,0.036833,0.061,11,54,Parts per billion,1.333333,2,5,3,Parts per million,0.2125,0.4,1,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/16/2007,Parts per billion,15,34,5,32,Parts per million,0.036833,0.061,11,54,Parts per billion,1.3125,2,8,3,Parts per million,0.145833,0.4,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/16/2007,Parts per billion,15,34,5,32,Parts per million,0.036833,0.061,11,54,Parts per billion,1.3125,2,8,3,Parts per million,0.2125,0.4,1,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/17/2007,Parts per billion,16.583333,39,7,37,Parts per million,0.03825,0.065,10,67,Parts per billion,1.208333,2,3,3,Parts per million,0.179167,0.6,7,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/17/2007,Parts per billion,16.583333,39,7,37,Parts per million,0.03825,0.065,10,67,Parts per billion,1.208333,2,3,3,Parts per million,0.166667,0.3,7,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/17/2007,Parts per billion,16.583333,39,7,37,Parts per million,0.03825,0.065,10,67,Parts per billion,1.1875,1.6,11,3,Parts per million,0.179167,0.6,7,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/17/2007,Parts per billion,16.583333,39,7,37,Parts per million,0.03825,0.065,10,67,Parts per billion,1.1875,1.6,11,3,Parts per million,0.166667,0.3,7,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/18/2007,Parts per billion,14.291667,30,5,28,Parts per million,0.030042,0.047,11,40,Parts per billion,1.173913,2,4,3,Parts per million,0.121739,0.5,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/18/2007,Parts per billion,14.291667,30,5,28,Parts per million,0.030042,0.047,11,40,Parts per billion,1.173913,2,4,3,Parts per million,0.133333,0.3,11,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/18/2007,Parts per billion,14.291667,30,5,28,Parts per million,0.030042,0.047,11,40,Parts per billion,1.171429,1.6,5,3,Parts per million,0.121739,0.5,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/18/2007,Parts per billion,14.291667,30,5,28,Parts per million,0.030042,0.047,11,40,Parts per billion,1.171429,1.6,5,3,Parts per million,0.133333,0.3,11,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/19/2007,Parts per billion,14.291667,45,7,42,Parts per million,0.031042,0.041,10,35,Parts per billion,1.375,4,7,6,Parts per million,0.179167,0.7,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/19/2007,Parts per billion,14.291667,45,7,42,Parts per million,0.031042,0.041,10,35,Parts per billion,1.375,4,7,6,Parts per million,0.1875,0.4,9,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/19/2007,Parts per billion,14.291667,45,7,42,Parts per million,0.031042,0.041,10,35,Parts per billion,1.3625,3,8,6,Parts per million,0.179167,0.7,6,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/19/2007,Parts per billion,14.291667,45,7,42,Parts per million,0.031042,0.041,10,35,Parts per billion,1.3625,3,8,6,Parts per million,0.1875,0.4,9,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/20/2007,Parts per billion,12.875,29,8,27,Parts per million,0.038208,0.054,10,46,Parts per billion,0.916667,1,0,1,Parts per million,0.145833,0.4,22,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/20/2007,Parts per billion,12.875,29,8,27,Parts per million,0.038208,0.054,10,46,Parts per billion,0.916667,1,0,1,Parts per million,0.125,0.2,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/20/2007,Parts per billion,12.875,29,8,27,Parts per million,0.038208,0.054,10,46,Parts per billion,0.9,1,8,1,Parts per million,0.145833,0.4,22,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/20/2007,Parts per billion,12.875,29,8,27,Parts per million,0.038208,0.054,10,46,Parts per billion,0.9,1,8,1,Parts per million,0.125,0.2,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/21/2007,Parts per billion,5.5,10,20,9,Parts per million,0.044625,0.053,11,45,Parts per billion,1,1,0,1,Parts per million,0.070833,0.2,19,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/21/2007,Parts per billion,5.5,10,20,9,Parts per million,0.044625,0.053,11,45,Parts per billion,1,1,0,1,Parts per million,0.1,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/21/2007,Parts per billion,5.5,10,20,9,Parts per million,0.044625,0.053,11,45,Parts per billion,1,1,2,1,Parts per million,0.070833,0.2,19,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/21/2007,Parts per billion,5.5,10,20,9,Parts per million,0.044625,0.053,11,45,Parts per billion,1,1,2,1,Parts per million,0.1,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/22/2007,Parts per billion,7.25,22,22,21,Parts per million,0.047333,0.073,10,93,Parts per billion,1.041667,2,11,3,Parts per million,0.075,0.2,19,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/22/2007,Parts per billion,7.25,22,22,21,Parts per million,0.047333,0.073,10,93,Parts per billion,1.041667,2,11,3,Parts per million,0.0625,0.2,22,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/22/2007,Parts per billion,7.25,22,22,21,Parts per million,0.047333,0.073,10,93,Parts per billion,1.0375,1.3,11,3,Parts per million,0.075,0.2,19,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/22/2007,Parts per billion,7.25,22,22,21,Parts per million,0.047333,0.073,10,93,Parts per billion,1.0375,1.3,11,3,Parts per million,0.0625,0.2,22,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/23/2007,Parts per billion,11.954545,26,5,25,Parts per million,0.041583,0.062,9,58,Parts per billion,1.391304,4,8,6,Parts per million,0.152174,0.3,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/23/2007,Parts per billion,11.954545,26,5,25,Parts per million,0.041583,0.062,9,58,Parts per billion,1.391304,4,8,6,Parts per million,0.175,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/23/2007,Parts per billion,11.954545,26,5,25,Parts per million,0.041583,0.062,9,58,Parts per billion,1.271429,2.3,8,6,Parts per million,0.152174,0.3,5,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/23/2007,Parts per billion,11.954545,26,5,25,Parts per million,0.041583,0.062,9,58,Parts per billion,1.271429,2.3,8,6,Parts per million,0.175,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/24/2007,Parts per billion,16.526316,33,7,31,Parts per million,0.032583,0.05,12,42,Parts per billion,1.136364,2,4,3,Parts per million,0.252174,0.7,14,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/24/2007,Parts per billion,16.526316,33,7,31,Parts per million,0.032583,0.05,12,42,Parts per billion,1.136364,2,4,3,Parts per million,0.270833,0.4,14,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/24/2007,Parts per billion,16.526316,33,7,31,Parts per million,0.032583,0.05,12,42,Parts per billion,1.15,1.3,5,3,Parts per million,0.252174,0.7,14,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/24/2007,Parts per billion,16.526316,33,7,31,Parts per million,0.032583,0.05,12,42,Parts per billion,1.15,1.3,5,3,Parts per million,0.270833,0.4,14,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/25/2007,Parts per billion,17.541667,27,18,25,Parts per million,0.020458,0.035,9,30,Parts per billion,1.041667,2,11,3,Parts per million,0.258333,0.5,17,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/25/2007,Parts per billion,17.541667,27,18,25,Parts per million,0.020458,0.035,9,30,Parts per billion,1.041667,2,11,3,Parts per million,0.233333,0.4,20,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/25/2007,Parts per billion,17.541667,27,18,25,Parts per million,0.020458,0.035,9,30,Parts per billion,1.0375,1.3,11,3,Parts per million,0.258333,0.5,17,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/25/2007,Parts per billion,17.541667,27,18,25,Parts per million,0.020458,0.035,9,30,Parts per billion,1.0375,1.3,11,3,Parts per million,0.233333,0.4,20,5
