Address,State,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/24/2004,Parts per billion,26.125,40,20,38,Parts per million,0.00925,0.02,10,17,Parts per billion,0.208333,1,13,1,Parts per million,0.5875,1.4,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/24/2004,Parts per billion,26.125,40,20,38,Parts per million,0.00925,0.02,10,17,Parts per billion,0.208333,1,13,1,Parts per million,0.504167,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/24/2004,Parts per billion,26.125,40,20,38,Parts per million,0.00925,0.02,10,17,Parts per billion,0.2,1,23,1,Parts per million,0.5875,1.4,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/24/2004,Parts per billion,26.125,40,20,38,Parts per million,0.00925,0.02,10,17,Parts per billion,0.2,1,23,1,Parts per million,0.504167,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/25/2004,Parts per billion,23.5,39,23,37,Parts per million,0.017708,0.036,12,31,Parts per billion,0.333333,1,0,1,Parts per million,0.654167,1.6,0,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/25/2004,Parts per billion,23.5,39,23,37,Parts per million,0.017708,0.036,12,31,Parts per billion,0.333333,1,0,1,Parts per million,0.729167,1.2,4,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/25/2004,Parts per billion,23.5,39,23,37,Parts per million,0.017708,0.036,12,31,Parts per billion,0.325,1,2,1,Parts per million,0.654167,1.6,0,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/25/2004,Parts per billion,23.5,39,23,37,Parts per million,0.017708,0.036,12,31,Parts per billion,0.325,1,2,1,Parts per million,0.729167,1.2,4,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/26/2004,Parts per billion,39.272727,67,8,65,Parts per million,0.008542,0.022,11,19,Parts per billion,1.818182,8,8,11,Parts per million,1.1,3.2,8,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/26/2004,Parts per billion,39.272727,67,8,65,Parts per million,0.008542,0.022,11,19,Parts per billion,1.818182,8,8,11,Parts per million,0.9125,1.5,10,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/26/2004,Parts per billion,39.272727,67,8,65,Parts per million,0.008542,0.022,11,19,Parts per billion,1.871429,5.6,8,11,Parts per million,1.1,3.2,8,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/26/2004,Parts per billion,39.272727,67,8,65,Parts per million,0.008542,0.022,11,19,Parts per billion,1.871429,5.6,8,11,Parts per million,0.9125,1.5,10,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/27/2004,Parts per billion,34.75,57,22,54,Parts per million,0.009083,0.024,10,20,Parts per billion,1.363636,5,22,7,Parts per million,1.008333,2.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/27/2004,Parts per billion,34.75,57,22,54,Parts per million,0.009083,0.024,10,20,Parts per billion,1.363636,5,22,7,Parts per million,0.9625,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/27/2004,Parts per billion,34.75,57,22,54,Parts per million,0.009083,0.024,10,20,Parts per billion,1.3,4.3,23,7,Parts per million,1.008333,2.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/27/2004,Parts per billion,34.75,57,22,54,Parts per million,0.009083,0.024,10,20,Parts per billion,1.3,4.3,23,7,Parts per million,0.9625,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/28/2004,Parts per billion,35.318182,59,0,56,Parts per million,0.006875,0.016,10,14,Parts per billion,1.590909,7,1,10,Parts per million,0.743478,2.8,0,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/28/2004,Parts per billion,35.318182,59,0,56,Parts per million,0.006875,0.016,10,14,Parts per billion,1.590909,7,1,10,Parts per million,0.958333,2.1,1,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/28/2004,Parts per billion,35.318182,59,0,56,Parts per million,0.006875,0.016,10,14,Parts per billion,1.542857,5,2,10,Parts per million,0.743478,2.8,0,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/28/2004,Parts per billion,35.318182,59,0,56,Parts per million,0.006875,0.016,10,14,Parts per billion,1.542857,5,2,10,Parts per million,0.958333,2.1,1,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/29/2004,Parts per billion,38.083333,51,21,48,Parts per million,0.007042,0.018,10,15,Parts per billion,2.75,6,7,9,Parts per million,0.991667,3.1,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/29/2004,Parts per billion,38.083333,51,21,48,Parts per million,0.007042,0.018,10,15,Parts per billion,2.75,6,7,9,Parts per million,0.858333,1.6,8,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/29/2004,Parts per billion,38.083333,51,21,48,Parts per million,0.007042,0.018,10,15,Parts per billion,2.7125,5.3,8,9,Parts per million,0.991667,3.1,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/29/2004,Parts per billion,38.083333,51,21,48,Parts per million,0.007042,0.018,10,15,Parts per billion,2.7125,5.3,8,9,Parts per million,0.858333,1.6,8,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/30/2004,Parts per billion,35.875,60,21,57,Parts per million,0.008958,0.023,10,19,Parts per billion,2.083333,6,21,9,Parts per million,0.716667,2.4,20,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/30/2004,Parts per billion,35.875,60,21,57,Parts per million,0.008958,0.023,10,19,Parts per billion,2.083333,6,21,9,Parts per million,0.695833,1.3,23,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/30/2004,Parts per billion,35.875,60,21,57,Parts per million,0.008958,0.023,10,19,Parts per billion,2.0625,4,23,9,Parts per million,0.716667,2.4,20,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/30/2004,Parts per billion,35.875,60,21,57,Parts per million,0.008958,0.023,10,19,Parts per billion,2.0625,4,23,9,Parts per million,0.695833,1.3,23,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/31/2004,Parts per billion,26.541667,39,0,37,Parts per million,0.01825,0.033,11,28,Parts per billion,0.833333,2,0,3,Parts per million,0.220833,0.7,0,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/31/2004,Parts per billion,26.541667,39,0,37,Parts per million,0.01825,0.033,11,28,Parts per billion,0.833333,2,0,3,Parts per million,0.429167,1.4,1,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/31/2004,Parts per billion,26.541667,39,0,37,Parts per million,0.01825,0.033,11,28,Parts per billion,0.8,1.6,11,3,Parts per million,0.220833,0.7,0,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/31/2004,Parts per billion,26.541667,39,0,37,Parts per million,0.01825,0.033,11,28,Parts per billion,0.8,1.6,11,3,Parts per million,0.429167,1.4,1,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/1/2004,Parts per billion,23.25,54,20,51,Parts per million,0.019792,0.036,10,31,Parts per billion,0.791667,6,22,9,Parts per million,0.25,0.3,1,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/1/2004,Parts per billion,23.25,54,20,51,Parts per million,0.019792,0.036,10,31,Parts per billion,0.7625,3.6,23,3,Parts per million,0.25,0.3,1,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/2/2004,Parts per billion,32.227273,54,20,51,Parts per million,0.011417,0.029,10,25,Parts per billion,1.826087,6,20,9,Parts per million,0.791304,2.5,21,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/2/2004,Parts per billion,32.227273,54,20,51,Parts per million,0.011417,0.029,10,25,Parts per billion,1.826087,6,20,9,Parts per million,0.668421,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/2/2004,Parts per billion,32.227273,54,20,51,Parts per million,0.011417,0.029,10,25,Parts per billion,1.7,4,20,9,Parts per million,0.791304,2.5,21,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/2/2004,Parts per billion,32.227273,54,20,51,Parts per million,0.011417,0.029,10,25,Parts per billion,1.7,4,20,9,Parts per million,0.668421,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/3/2004,Parts per billion,31.041667,41,21,39,Parts per million,0.010625,0.026,11,22,Parts per billion,1.166667,3,9,4,Parts per million,0.566667,1.1,9,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/3/2004,Parts per billion,31.041667,41,21,39,Parts per million,0.010625,0.026,11,22,Parts per billion,1.166667,3,9,4,Parts per million,0.695833,1.4,0,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/3/2004,Parts per billion,31.041667,41,21,39,Parts per million,0.010625,0.026,11,22,Parts per billion,1.15,1.6,8,4,Parts per million,0.566667,1.1,9,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/3/2004,Parts per billion,31.041667,41,21,39,Parts per million,0.010625,0.026,11,22,Parts per billion,1.15,1.6,8,4,Parts per million,0.695833,1.4,0,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/4/2004,Parts per billion,26.25,43,19,41,Parts per million,0.012208,0.031,10,26,Parts per billion,0.75,2,7,3,Parts per million,0.575,1.2,8,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/4/2004,Parts per billion,26.25,43,19,41,Parts per million,0.012208,0.031,10,26,Parts per billion,0.75,2,7,3,Parts per million,0.579167,0.8,9,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/4/2004,Parts per billion,26.25,43,19,41,Parts per million,0.012208,0.031,10,26,Parts per billion,0.725,1.6,8,3,Parts per million,0.575,1.2,8,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/4/2004,Parts per billion,26.25,43,19,41,Parts per million,0.012208,0.031,10,26,Parts per billion,0.725,1.6,8,3,Parts per million,0.579167,0.8,9,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/5/2004,Parts per billion,34.125,56,9,53,Parts per million,0.009333,0.025,11,21,Parts per billion,1.916667,8,8,11,Parts per million,0.895833,2.9,8,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/5/2004,Parts per billion,34.125,56,9,53,Parts per million,0.009333,0.025,11,21,Parts per billion,1.916667,8,8,11,Parts per million,0.908333,1.6,10,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/5/2004,Parts per billion,34.125,56,9,53,Parts per million,0.009333,0.025,11,21,Parts per billion,1.9,5.6,8,11,Parts per million,0.895833,2.9,8,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/5/2004,Parts per billion,34.125,56,9,53,Parts per million,0.009333,0.025,11,21,Parts per billion,1.9,5.6,8,11,Parts per million,0.908333,1.6,10,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/6/2004,Parts per billion,39.541667,54,20,51,Parts per million,0.008417,0.022,10,19,Parts per billion,2.5,6,7,9,Parts per million,1.170833,2.8,7,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/6/2004,Parts per billion,39.541667,54,20,51,Parts per million,0.008417,0.022,10,19,Parts per billion,2.5,6,7,9,Parts per million,1.079167,1.7,8,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/6/2004,Parts per billion,39.541667,54,20,51,Parts per million,0.008417,0.022,10,19,Parts per billion,2.475,5.3,8,9,Parts per million,1.170833,2.8,7,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/6/2004,Parts per billion,39.541667,54,20,51,Parts per million,0.008417,0.022,10,19,Parts per billion,2.475,5.3,8,9,Parts per million,1.079167,1.7,8,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/7/2004,Parts per billion,37.458333,59,8,56,Parts per million,0.013542,0.036,10,31,Parts per billion,2.666667,9,8,13,Parts per million,1.05,3.2,8,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/7/2004,Parts per billion,37.458333,59,8,56,Parts per million,0.013542,0.036,10,31,Parts per billion,2.666667,9,8,13,Parts per million,1.108333,2,9,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/7/2004,Parts per billion,37.458333,59,8,56,Parts per million,0.013542,0.036,10,31,Parts per billion,2.6375,6.6,8,13,Parts per million,1.05,3.2,8,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/7/2004,Parts per billion,37.458333,59,8,56,Parts per million,0.013542,0.036,10,31,Parts per billion,2.6375,6.6,8,13,Parts per million,1.108333,2,9,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/8/2004,Parts per billion,32.125,50,21,47,Parts per million,0.012917,0.034,10,29,Parts per billion,1.833333,7,21,10,Parts per million,0.758333,3.1,21,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/8/2004,Parts per billion,32.125,50,21,47,Parts per million,0.012917,0.034,10,29,Parts per billion,1.833333,7,21,10,Parts per million,0.645833,1.2,23,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/8/2004,Parts per billion,32.125,50,21,47,Parts per million,0.012917,0.034,10,29,Parts per billion,1.8125,5,23,10,Parts per million,0.758333,3.1,21,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/8/2004,Parts per billion,32.125,50,21,47,Parts per million,0.012917,0.034,10,29,Parts per billion,1.8125,5,23,10,Parts per million,0.645833,1.2,23,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/9/2004,Parts per billion,39.454545,56,19,53,Parts per million,0.007458,0.019,10,16,Parts per billion,2.318182,5,7,7,Parts per million,0.778261,2,7,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/9/2004,Parts per billion,39.454545,56,19,53,Parts per million,0.007458,0.019,10,16,Parts per billion,2.318182,5,7,7,Parts per million,0.904167,1.3,0,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/9/2004,Parts per billion,39.454545,56,19,53,Parts per million,0.007458,0.019,10,16,Parts per billion,2.314286,4,8,7,Parts per million,0.778261,2,7,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/9/2004,Parts per billion,39.454545,56,19,53,Parts per million,0.007458,0.019,10,16,Parts per billion,2.314286,4,8,7,Parts per million,0.904167,1.3,0,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/10/2004,Parts per billion,35.833333,48,19,45,Parts per million,0.01025,0.027,10,23,Parts per billion,2.708333,7,8,10,Parts per million,0.7375,2.5,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/10/2004,Parts per billion,35.833333,48,19,45,Parts per million,0.01025,0.027,10,23,Parts per billion,2.708333,7,8,10,Parts per million,0.804167,1.3,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/10/2004,Parts per billion,35.833333,48,19,45,Parts per million,0.01025,0.027,10,23,Parts per billion,2.6875,6,8,10,Parts per million,0.7375,2.5,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/10/2004,Parts per billion,35.833333,48,19,45,Parts per million,0.01025,0.027,10,23,Parts per billion,2.6875,6,8,10,Parts per million,0.804167,1.3,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/11/2004,Parts per billion,34.090909,52,22,49,Parts per million,0.014,0.032,12,27,Parts per billion,3.347826,8,6,11,Parts per million,0.752174,2.9,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/11/2004,Parts per billion,34.090909,52,22,49,Parts per million,0.014,0.032,12,27,Parts per billion,3.347826,8,6,11,Parts per million,0.7625,1.6,10,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/11/2004,Parts per billion,34.090909,52,22,49,Parts per million,0.014,0.032,12,27,Parts per billion,2.885714,4.6,2,11,Parts per million,0.752174,2.9,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/11/2004,Parts per billion,34.090909,52,22,49,Parts per million,0.014,0.032,12,27,Parts per billion,2.885714,4.6,2,11,Parts per million,0.7625,1.6,10,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/12/2004,Parts per billion,28,60,8,57,Parts per million,0.023708,0.037,14,31,Parts per billion,3.041667,13,8,19,Parts per million,0.654167,3.1,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/12/2004,Parts per billion,28,60,8,57,Parts per million,0.023708,0.037,14,31,Parts per billion,3.041667,13,8,19,Parts per million,0.7375,1.6,9,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/12/2004,Parts per billion,28,60,8,57,Parts per million,0.023708,0.037,14,31,Parts per billion,3.025,10.3,8,19,Parts per million,0.654167,3.1,7,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/12/2004,Parts per billion,28,60,8,57,Parts per million,0.023708,0.037,14,31,Parts per billion,3.025,10.3,8,19,Parts per million,0.7375,1.6,9,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/13/2004,Parts per billion,32.25,60,21,57,Parts per million,0.017917,0.038,11,32,Parts per billion,2.875,9,21,13,Parts per million,0.695833,2.9,21,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/13/2004,Parts per billion,32.25,60,21,57,Parts per million,0.017917,0.038,11,32,Parts per billion,2.875,9,21,13,Parts per million,0.408333,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/13/2004,Parts per billion,32.25,60,21,57,Parts per million,0.017917,0.038,11,32,Parts per billion,2.875,8,23,13,Parts per million,0.695833,2.9,21,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/13/2004,Parts per billion,32.25,60,21,57,Parts per million,0.017917,0.038,11,32,Parts per billion,2.875,8,23,13,Parts per million,0.408333,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/14/2004,Parts per billion,35.458333,56,20,53,Parts per million,0.013292,0.031,10,26,Parts per billion,2.916667,7,22,10,Parts per million,0.908333,2.7,22,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/14/2004,Parts per billion,35.458333,56,20,53,Parts per million,0.013292,0.031,10,26,Parts per billion,2.916667,7,22,10,Parts per million,0.9125,1.9,2,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/14/2004,Parts per billion,35.458333,56,20,53,Parts per million,0.013292,0.031,10,26,Parts per billion,2.9,6.3,23,10,Parts per million,0.908333,2.7,22,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/14/2004,Parts per billion,35.458333,56,20,53,Parts per million,0.013292,0.031,10,26,Parts per billion,2.9,6.3,23,10,Parts per million,0.9125,1.9,2,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/15/2004,Parts per billion,31.75,54,21,51,Parts per million,0.016375,0.039,10,33,Parts per billion,2.541667,6,21,9,Parts per million,0.770833,2.3,22,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/15/2004,Parts per billion,31.75,54,21,51,Parts per million,0.016375,0.039,10,33,Parts per billion,2.541667,6,21,9,Parts per million,0.829167,2,2,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/15/2004,Parts per billion,31.75,54,21,51,Parts per million,0.016375,0.039,10,33,Parts per billion,2.5125,6,23,9,Parts per million,0.770833,2.3,22,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/15/2004,Parts per billion,31.75,54,21,51,Parts per million,0.016375,0.039,10,33,Parts per billion,2.5125,6,23,9,Parts per million,0.829167,2,2,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/16/2004,Parts per billion,38.583333,62,21,60,Parts per million,0.012333,0.03,10,25,Parts per billion,3.25,7,22,10,Parts per million,0.716667,2.4,22,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/16/2004,Parts per billion,38.583333,62,21,60,Parts per million,0.012333,0.03,10,25,Parts per billion,3.25,7,22,10,Parts per million,0.708333,1.2,1,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/16/2004,Parts per billion,38.583333,62,21,60,Parts per million,0.012333,0.03,10,25,Parts per billion,3.225,6,23,10,Parts per million,0.716667,2.4,22,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/16/2004,Parts per billion,38.583333,62,21,60,Parts per million,0.012333,0.03,10,25,Parts per billion,3.225,6,23,10,Parts per million,0.708333,1.2,1,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/17/2004,Parts per billion,44.541667,74,21,72,Parts per million,0.01,0.026,10,22,Parts per billion,3.916667,10,23,14,Parts per million,1.079167,3.2,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/17/2004,Parts per billion,44.541667,74,21,72,Parts per million,0.01,0.026,10,22,Parts per billion,3.916667,10,23,14,Parts per million,0.970833,1.7,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/17/2004,Parts per billion,44.541667,74,21,72,Parts per million,0.01,0.026,10,22,Parts per billion,3.875,9.3,23,14,Parts per million,1.079167,3.2,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/17/2004,Parts per billion,44.541667,74,21,72,Parts per million,0.01,0.026,10,22,Parts per billion,3.875,9.3,23,14,Parts per million,0.970833,1.7,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/18/2004,Parts per billion,42.590909,63,0,61,Parts per million,0.014458,0.037,23,31,Parts per billion,4.409091,10,0,14,Parts per million,1.065217,3.2,0,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/18/2004,Parts per billion,42.590909,63,0,61,Parts per million,0.014458,0.037,23,31,Parts per billion,4.409091,10,0,14,Parts per million,1.2375,2.4,1,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/18/2004,Parts per billion,42.590909,63,0,61,Parts per million,0.014458,0.037,23,31,Parts per billion,4.357143,7.3,2,14,Parts per million,1.065217,3.2,0,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/18/2004,Parts per billion,42.590909,63,0,61,Parts per million,0.014458,0.037,23,31,Parts per billion,4.357143,7.3,2,14,Parts per million,1.2375,2.4,1,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,2/19/2004,Parts per billion,21.083333,53,20,50,Parts per million,0.025,0.04,9,34,Parts per billion,1.291667,3,21,4,Parts per million,0.404167,1.1,21,11
